measurement,one_way_delay_us
882,0.278396
883,0.278400
884,0.278394
885,0.278398
886,0.278376
887,0.278406
888,0.278370
889,0.278410
890,0.278392
891,0.278321
892,0.278383
893,0.278402
894,0.278409
895,0.278397
896,0.278390
897,0.278398
898,0.278390
899,0.278406
900,0.278404
901,0.278400
902,0.278319
903,0.278347
904,0.278384
905,0.278395
906,0.278403
907,0.278408
908,0.278400
909,0.278392
910,0.278389
911,0.278402
912,0.278409
913,0.278375
914,0.278397
915,0.278409
916,0.278395
917,0.278399
918,0.278393
919,0.257924
920,0.267752
921,0.277598
922,0.278380
923,0.278389
924,0.278406
925,0.278404
926,0.278413
927,0.278429
928,0.278400
929,0.278382
930,0.278399
931,0.278407
932,0.278404
933,0.278388
934,0.278395
935,0.268325
936,0.275257
937,0.278385
938,0.278415
939,0.268320
940,0.278021
941,0.278376
942,0.278398
943,0.268307
944,0.278056
945,0.278416
946,0.278421
947,0.268325
948,0.278027
949,0.278413
950,0.278396
951,0.268291
952,0.278087
953,0.278391
954,0.278419
955,0.268323
956,0.278054
957,0.278416
958,0.278412
959,0.268310
960,0.277992
961,0.278408
962,0.278391
963,0.268230
964,0.277938
965,0.278392
966,0.278416
967,0.268323
968,0.278024
969,0.278404
970,0.257904
971,0.267689
972,0.277516
973,0.278394
974,0.278403
975,0.278392
976,0.278399
977,0.278372
978,0.278392
979,0.278392
980,0.278401
981,0.278399
982,0.278375
983,0.278398
984,0.278401
985,0.278402
986,0.278402
987,0.278397
988,0.278393
989,0.278399
990,0.278405
